policy,seed,traffic_model,tasks,edge_pct,cloud_pct,avg_latency,p95_latency,avg_energy,violation_pct,avg_edge_backlog,avg_cloud_backlog,edge_pred_mae,edge_naive_mae,cloud_pred_mae,cloud_naive_mae,arima_pred_mae,arima_naive_mae,burst_tasks,burst_violation_pct,burst_avg_latency,calm_tasks,calm_violation_pct,calm_avg_latency
reactive,728,ramped,500,65.0,35.0,0.5767694398703909,1.6448122313615117,0.4008729922339049,6.2,0.5470159300281294,0.01792878809188936,0.40011692876855903,0.2808055432489452,0.0456674886652371,0.030767343178621655,0.0,0.0,381,8.136482939632545,0.6390862467729387,119,0.0,0.37725092365299007
naive_persistence,728,ramped,500,63.8,36.2,0.5803390477791167,1.6706975048105888,0.4030149866397395,6.8,0.5452054650140646,0.018214444444444446,0.40704421890340026,0.2830908227848101,0.045799279846611335,0.030142728551336147,0.0,0.0,381,8.923884514435695,0.6439599908897385,119,0.0,0.37664510387031924
arima,728,ramped,500,63.4,36.6,0.5808659751025335,1.6706975048105888,0.4040735207009129,7.0,0.5420683113572433,0.018764082044069385,0.4032302123261454,0.28041243846694797,0.04581120183722587,0.030139375996249412,0.2806167927337639,0.28041243846694797,381,9.186351706036746,0.6444389915701391,119,0.0,0.3773254770003674
predictive,728,ramped,500,63.0,37.0,0.5749954116490957,1.6448122313615117,0.3987001239713452,6.6,0.5477059335443037,0.01832785700890764,0.40985220016433915,0.28463411216596346,0.04486173578479404,0.029687346929207686,0.0,0.0,381,8.661417322834646,0.6371871151529952,119,0.0,0.3758774365651825
edge_only,841,ramped,500,100.0,0.0,1.1404556233333336,3.066038708333332,0.262288719,34.2,1.0399809929078014,0.0,0.3988709665936877,0.3197684086879432,0.029795990832146794,0.0,0.0,0.0,409,36.18581907090464,1.2012441147106765,91,25.274725274725274,0.8672414148351646
cloud_only,841,ramped,500,0.0,100.0,0.8565600866392171,2.3998846312366973,0.9235499475388917,18.2,0.0,0.07514104846335697,0.12450467597718483,0.0,0.10095839516461987,0.09504595342789597,0.0,0.0,409,22.00488997555012,0.9386551017430459,91,1.098901098901099,0.48758359018354724
threshold,841,ramped,500,82.2,17.8,0.5711579115080008,2.307823128320309,0.5063805900354147,14.2,0.1977617562056738,0.03704864657210402,0.2320888005348738,0.17497526507092198,0.10763296867670388,0.06148716359338061,0.0,0.0,409,16.381418092909534,0.6046975922471369,91,4.395604395604396,0.42041363214199395
reactive,841,ramped,500,71.6,28.4,0.5403392427530229,1.6124632307939295,0.35069787777601474,5.6,0.5425701427304964,0.012171608510638298,0.3995269328323509,0.28865792287234043,0.032361908732746046,0.020340871867612294,0.0,0.0,409,6.845965770171149,0.5821926844448435,91,0.0,0.3522287191051701
naive_persistence,841,ramped,500,71.0,29.0,0.5422120793968548,1.6124632307939295,0.3515039380199314,5.6,0.5439492641843972,0.012090278486997638,0.4029334969106286,0.2892251267730497,0.03190036010601188,0.02017821182033097,0.0,0.0,409,6.845965770171149,0.5832440682826862,91,0.0,0.3577935798989972
arima,841,ramped,500,70.8,29.2,0.542159659156265,1.6124632307939295,0.3527061676268331,5.6,0.5404364219858157,0.012375005673758866,0.4029257356279142,0.2885790345744681,0.03260845016805659,0.020747666193853428,0.2890455175282654,0.2885790345744681,409,6.845965770171149,0.5831799848589821,91,0.0,0.3577935798989972
predictive,841,ramped,500,69.2,30.8,0.5389973637798466,1.6124632307939295,0.3591443470168796,5.6,0.5211971090425532,0.014027533569739953,0.4013737506628895,0.2857655966312057,0.03782279232099325,0.023841007565011823,0.0,0.0,409,6.845965770171149,0.5804384007996136,91,0.0,0.35274039519649825
edge_only,955,ramped,500,100.0,0.0,1.4326977233333327,3.466207312499999,0.27619193525,43.8,1.1971853677429873,0.0,0.38536371778454565,0.3099717946836269,0.02827610412724446,0.0,0.0,0.0,387,48.57881136950905,1.5451486897071485,113,27.43362831858407,1.047578042035398
cloud_only,955,ramped,500,0.0,100.0,0.8459912081277482,2.410963886482209,0.9089512552741974,17.0,0.0,0.07270294390084801,0.11815372081741438,0.0,0.09890617121184021,0.09360034616220918,0.0,0.0,387,21.44702842377261,0.9637517820950138,113,1.7699115044247788,0.4426872955141928
threshold,955,ramped,500,80.4,19.6,0.5959190883696713,2.36439972288704,0.5395374638794689,12.4,0.18461706539465103,0.03731933594259621,0.23189501795345405,0.17030833496412262,0.10360934948007187,0.0606228088714938,0.0,0.0,387,15.24547803617571,0.6625280571005864,113,2.6548672566371683,0.3677981069637947
reactive,955,ramped,500,68.4,31.6,0.5633386062130603,1.7928738733597605,0.38543471362789283,7.0,0.5277744121004566,0.013799572950641442,0.37774162744868406,0.2746663853555121,0.03684227247182374,0.022773956077408133,0.0,0.0,387,8.785529715762275,0.6325089798168843,113,0.8849557522123894,0.326445379799964
